Tags,Countries,Name,Quality checked,FileNumer,Selected for,ICVAC Category,Data provider,Notes,GenderDisaggregation,ThemeExcel,Source name,Level2,Formats,StatisticalUnit,AgeDisaggregation,DataType,Link,Aggregated indicator for comparative analysis,_autonumber,Count coverage,ID,Provider,Source,Category,Level_2,Country,Aggregation,ISO3,ICVAC code,Notes category,if composite
['2007'],['recCVQVepXIxpRx5U'],Percentage of women age 15-49 who have ever experienced sexual violence,True,,['Analysis'],['receTPeJztnEKS7cY'],"['recahrFgDihlnVpMh', 'recAJgMSrk5wAT6Dy', 'receLAOUOkfoSElcq', 'recVTe7DBl8uhLv4m']","[ ] VAC folder
",,,['rec9UIECj7yP8Buex'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/publications/publication-FR210-DHS-Final-Reports.cfm>
",['recnyOuqMYgjOWEPT'],257,1,'257Percentage of women age 15-49 who have ever experienced sexual violence',"Ukrainian Center for Social Reforms, State Statistical Committee (Ukraine), Ministry of Health (Ukraine), Macro International Inc.",Ukraine - Demographic and Health Survey 2007,Sexual violence against a child,"AV - Age of the victim, SV - Sex of the victim",Ukraine,31 - DHS - Percentage of women age 15-49 who have ever experienced sexual violence,['UKR'],[3],,
['2007'],['recCVQVepXIxpRx5U'],Percentage of women age 15-49 who have experienced different types of violence,True,,,['recRNNpbea1t5UrGc'],"['recahrFgDihlnVpMh', 'recAJgMSrk5wAT6Dy', 'receLAOUOkfoSElcq', 'recVTe7DBl8uhLv4m']","[ ] VAC folder
",,,['rec9UIECj7yP8Buex'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/publications/publication-FR210-DHS-Final-Reports.cfm>
",,258,1,'258Percentage of women age 15-49 who have experienced different types of violence',"Ukrainian Center for Social Reforms, State Statistical Committee (Ukraine), Ministry of Health (Ukraine), Macro International Inc.",Ukraine - Demographic and Health Survey 2007,Other acts of violence against a child not elsewhere classified,"AV - Age of the victim, SV - Sex of the victim",Ukraine,,['UKR'],[9],,
['2007'],['recCVQVepXIxpRx5U'],"Among women age 15-49 who have ever been pregnant, percentage who ever experienced physical violence during pregnancy",True,,['Analysis'],['recGQUl2pTCQZ3OMc'],"['recahrFgDihlnVpMh', 'recAJgMSrk5wAT6Dy', 'receLAOUOkfoSElcq', 'recVTe7DBl8uhLv4m']","[ ] VAC folder
",,,['rec9UIECj7yP8Buex'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/publications/publication-FR210-DHS-Final-Reports.cfm>
",['recSspiiqGXfEWEOB'],259,1,"'259Among women age 15-49 who have ever been pregnant, percentage who ever experienced physical violence during pregnancy'","Ukrainian Center for Social Reforms, State Statistical Committee (Ukraine), Ministry of Health (Ukraine), Macro International Inc.",Ukraine - Demographic and Health Survey 2007,Physical violence against a child,"AV - Age of the victim, SV - Sex of the victim",Ukraine,"""3 - DHS - Among women age 15-49 who have ever been pregnant, percentage who have ever experienced physical violence during pregnancy""",['UKR'],[2],,
['2007'],['recCVQVepXIxpRx5U'],"Percentage of ever-married women age 15-49 who have ever experienced emotional, physical or sexual violence committed by their current or most recent husband/partner",True,,['Analysis'],"['recjRQAFehn9xZ13Y', 'recGQUl2pTCQZ3OMc', 'receTPeJztnEKS7cY']","['recahrFgDihlnVpMh', 'recAJgMSrk5wAT6Dy', 'receLAOUOkfoSElcq', 'recVTe7DBl8uhLv4m']","[ ] VAC folder
",,,['rec9UIECj7yP8Buex'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz', 'recTroox2pG5HFZan']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/publications/publication-FR210-DHS-Final-Reports.cfm>
",['rec2TZ8GIR6LFF9jS'],260,1,"'260Percentage of ever-married women age 15-49 who have ever experienced emotional, physical or sexual violence committed by their current or most recent husband/partner'","Ukrainian Center for Social Reforms, State Statistical Committee (Ukraine), Ministry of Health (Ukraine), Macro International Inc.",Ukraine - Demographic and Health Survey 2007,"Psychological violence against a child, Physical violence against a child, Sexual violence against a child","AV - Age of the victim, SV - Sex of the victim, IP - Individual perpetrator",Ukraine,"""33 - DHS . Percentage of ever-married women age 15-49 who have ever experienced emotional, physical or sexual violence """,['UKR'],"[4, 2, 3]",,
['2007'],['recCVQVepXIxpRx5U'],Percentage of ever-married women age 15-49 whose current or most recent husband/partner ever demonstrated specific types of controlling behaviors,True,,['Analysis'],['recjRQAFehn9xZ13Y'],"['recahrFgDihlnVpMh', 'recAJgMSrk5wAT6Dy', 'receLAOUOkfoSElcq', 'recVTe7DBl8uhLv4m']","[ ] VAC folder
",,,['rec9UIECj7yP8Buex'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz', 'recTroox2pG5HFZan']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/publications/publication-FR210-DHS-Final-Reports.cfm>
",['recdFcgtW9CXmfO4y'],261,1,'261Percentage of ever-married women age 15-49 whose current or most recent husband/partner ever demonstrated specific types of controlling behaviors',"Ukrainian Center for Social Reforms, State Statistical Committee (Ukraine), Ministry of Health (Ukraine), Macro International Inc.",Ukraine - Demographic and Health Survey 2007,Psychological violence against a child,"AV - Age of the victim, SV - Sex of the victim, IP - Individual perpetrator",Ukraine,34 - DHS - Percentage ever-married women age 15-49 whose husbands/partners have ever demonstrated specific types of controlling behaviors,['UKR'],[4],,
"['2017', '2018']",['reca5LhwpMPGObRok'],"Percentage of women age 15-49 who have ever experienced physical violence from an intimate partner, percentage who have experienced violence during the 12 months preceding the survey, and percentage who suffered injuries as a result of the aggression",True,,['Analysis'],['recGQUl2pTCQZ3OMc'],['recVyszVQK3Vu1A1j'],,,,['reciPygbobaqgFEgX'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/publications/publication-FR348-DHS-Final-Reports.cfm>
",['recEIY5O2bTwxqAaY'],262,1,"'262Percentage of women age 15-49 who have ever experienced physical violence from an intimate partner, percentage who have experienced violence during the 12 months preceding the survey, and percentage who suffered injuries as a result of the aggression'",Albanian Institute of Statistics (INSTAT),Albania - Demographic and Health Survey (2017 -2018),Physical violence against a child,"AV - Age of the victim, SV - Sex of the victim",Albania,1 - DHS - Percentage of women age 15-49 who have ever experienced physical violence since age 15 and percentage who have experienced physical violence,['ALB'],[2],,
"['2008', '2009']",['reca5LhwpMPGObRok'],Percentage of all women age 15-49 who agree that a husband is justified in hitting or beating his wife for specific reasons,True,,['Analysis'],['recRNNpbea1t5UrGc'],"['recVyszVQK3Vu1A1j', 'recd1MpKT4tf9ldix']",,,,['recUTcOfqoSXFdmmh'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR230/FR230.pdf>
",['reccEOWPGrDhalIro'],263,1,'263Percentage of all women age 15-49 who agree that a husband is justified in hitting or beating his wife for specific reasons',"Albanian Institute of Statistics (INSTAT), ICF Macro",Albania - Demographic and Health Survey (2008 - 2009),Other acts of violence against a child not elsewhere classified,"AV - Age of the victim, SV - Sex of the victim",Albania,30 - DHS - Attitude towards wife beating,['ALB'],[9],,
"['2008', '2009']",['reca5LhwpMPGObRok'],Percentage of all men age 15-49 who agree that a husband is justified in hitting or beating his wife for specific reasons,True,,['Analysis'],['recRNNpbea1t5UrGc'],"['recVyszVQK3Vu1A1j', 'recd1MpKT4tf9ldix']",,,,['recUTcOfqoSXFdmmh'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR230/FR230.pdf>
",['reccEOWPGrDhalIro'],265,1,'265Percentage of all men age 15-49 who agree that a husband is justified in hitting or beating his wife for specific reasons',"Albanian Institute of Statistics (INSTAT), ICF Macro",Albania - Demographic and Health Survey (2008 - 2009),Other acts of violence against a child not elsewhere classified,"AV - Age of the victim, SV - Sex of the victim",Albania,30 - DHS - Attitude towards wife beating,['ALB'],[9],,
['2010'],['recA6MMaVV5a6FPai'],Percentage of women and men age 15-49 who had first sexual intercourse by specific exact ages,True,,,['receTPeJztnEKS7cY'],"['recZCGRoREWWESVBv', 'recL5mL4QrFRcHMCq', 'recGs4dRmf5Vumlrg']",,,,['reco99CxdGlfQaUSA'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR252/FR252.pdf>
",,267,1,'267Percentage of women and men age 15-49 who had first sexual intercourse by specific exact ages',"National Statistical Service (Armenia), Ministry of Health (Armenia), ICF International",Armenia - Demographic and Health Survey (2010),Sexual violence against a child,"AV - Age of the victim, SV - Sex of the victim",Armenia,,['ARM'],[3],,
['2010'],['recA6MMaVV5a6FPai'],Percentage of all women age 15-49 who agree that a husband is justified in hitting or beating his wife for specific reasons,True,,['Analysis'],['recRNNpbea1t5UrGc'],"['recZCGRoREWWESVBv', 'recL5mL4QrFRcHMCq', 'recGs4dRmf5Vumlrg']",,,,['reco99CxdGlfQaUSA'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR252/FR252.pdf>
",['reccEOWPGrDhalIro'],269,1,'269Percentage of all women age 15-49 who agree that a husband is justified in hitting or beating his wife for specific reasons',"National Statistical Service (Armenia), Ministry of Health (Armenia), ICF International",Armenia - Demographic and Health Survey (2010),Other acts of violence against a child not elsewhere classified,"AV - Age of the victim, SV - Sex of the victim",Armenia,30 - DHS - Attitude towards wife beating,['ARM'],[9],,
['2010'],['recA6MMaVV5a6FPai'],Percentage of all men age 15-49 who agree that a husband is justified in hitting or beating his wife for specific reasons,True,,['Analysis'],['recRNNpbea1t5UrGc'],"['recZCGRoREWWESVBv', 'recL5mL4QrFRcHMCq', 'recGs4dRmf5Vumlrg']",,,,['reco99CxdGlfQaUSA'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR252/FR252.pdf>
",['reccEOWPGrDhalIro'],270,1,'270Percentage of all men age 15-49 who agree that a husband is justified in hitting or beating his wife for specific reasons',"National Statistical Service (Armenia), Ministry of Health (Armenia), ICF International",Armenia - Demographic and Health Survey (2010),Other acts of violence against a child not elsewhere classified,"AV - Age of the victim, SV - Sex of the victim",Armenia,30 - DHS - Attitude towards wife beating,['ARM'],[9],,
['2018'],['recw9PiDwWLnV9w6V'],Percentage of all women age 15-49 who agree that a husband is justified in hitting or beating his wife for specific reasons,True,,['Analysis'],['recRNNpbea1t5UrGc'],['recEwB3BAj4HwREL9'],,,,['recg7OiWIXzQUQ7Rg'],,,['Rate'],True,['Survey'],"<https://hips.hacettepe.edu.tr/en/2018_turkey_demographic_and_health_survey-198>
",['reccEOWPGrDhalIro'],271,1,'271Percentage of all women age 15-49 who agree that a husband is justified in hitting or beating his wife for specific reasons',Hacettepe University Institute of Population Studies,Turkiye - Demographic and Health Survey (2018),Other acts of violence against a child not elsewhere classified,,Türkiye,30 - DHS - Attitude towards wife beating,['TUR'],[9],,
['2023'],['recBwqYAOhM5RuE58'],"Percentage of women age 15–49 who have ever had a husband committed by their current or most recent husband/intimate partner or intimate partner and have ever experienced emotional, physical, or sexual violence ",True,,['Analysis'],"['recjRQAFehn9xZ13Y', 'recGQUl2pTCQZ3OMc', 'receTPeJztnEKS7cY']","['recXagFYLpa3t3JsK', 'recugZdr6SGbRiJ9G', 'recCrXom9arfj98Z4']",,,,['recwwE6hszgLBg1b2'],"['recXFtPp7OTueASfz', 'rec4o2Dl46v1kcQ2U', 'recTroox2pG5HFZan']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/PR155/PR155eng.pdf>
",,273,1,"'273Percentage of women age 15–49 who have ever had a husband committed by their current or most recent husband/intimate partner or intimate partner and have ever experienced emotional, physical, or sexual violence '","Statistical Agency (Tajikistan), Ministry of Health and Social Protection (Tajikistan), DHS",Tajikistan - Demographic and Health Survey (2023),"Psychological violence against a child, Physical violence against a child, Sexual violence against a child","SV - Sex of the victim, AV - Age of the victim, IP - Individual perpetrator",Tajikistan,,['TJK'],"[4, 2, 3]",,
['2012'],['recBwqYAOhM5RuE58'],Percentage of women age 15-49 who have ever experienced physical violence since age 15 and percentage who have experienced violence during the 12 months preceding the survey,True,,['Analysis'],['recGQUl2pTCQZ3OMc'],"['recXagFYLpa3t3JsK', 'recfIrpdUf6EuvOWZ', 'recCrXom9arfj98Z4']",,,,['recg31gUPpOXh3176'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",,['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR279/FR279.pdf>
",['recEIY5O2bTwxqAaY'],274,1,'274Percentage of women age 15-49 who have ever experienced physical violence since age 15 and percentage who have experienced violence during the 12 months preceding the survey',"Statistical Agency (Tajikistan), Ministry of Health (Tajikistan), DHS",Tajikistan - Demographic and Health Survey (2012),Physical violence against a child,"AV - Age of the victim, SV - Sex of the victim",Tajikistan,1 - DHS - Percentage of women age 15-49 who have ever experienced physical violence since age 15 and percentage who have experienced physical violence,['TJK'],[2],,
['2012'],['recBwqYAOhM5RuE58'],Percentage of women age 15-49 who have ever experienced sexual violence and percentage who have experienced sexual violence in the 12 months preceding the survey,True,,['Analysis'],['receTPeJztnEKS7cY'],"['recXagFYLpa3t3JsK', 'recfIrpdUf6EuvOWZ', 'recCrXom9arfj98Z4']",,,,['recg31gUPpOXh3176'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",,['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR279/FR279.pdf>
",['recnyOuqMYgjOWEPT'],275,1,'275Percentage of women age 15-49 who have ever experienced sexual violence and percentage who have experienced sexual violence in the 12 months preceding the survey',"Statistical Agency (Tajikistan), Ministry of Health (Tajikistan), DHS",Tajikistan - Demographic and Health Survey (2012),Sexual violence against a child,"AV - Age of the victim, SV - Sex of the victim",Tajikistan,31 - DHS - Percentage of women age 15-49 who have ever experienced sexual violence,['TJK'],[3],,
['2012'],['recBwqYAOhM5RuE58'],Percentage of women age 15-49 who have ever experienced different forms of violence by current age,True,,['Analysis'],['recRNNpbea1t5UrGc'],"['recXagFYLpa3t3JsK', 'recfIrpdUf6EuvOWZ', 'recCrXom9arfj98Z4']",,,,['recg31gUPpOXh3176'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",,['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR279/FR279.pdf>
",['recHWJ6lZ9LMci3nq'],276,1,'276Percentage of women age 15-49 who have ever experienced different forms of violence by current age',"Statistical Agency (Tajikistan), Ministry of Health (Tajikistan), DHS",Tajikistan - Demographic and Health Survey (2012),Other acts of violence against a child not elsewhere classified,"AV - Age of the victim, SV - Sex of the victim",Tajikistan,32 - DHS - Percentage of women age 15-49 who ever experienced different forms of violence,['TJK'],[9],,
['2012'],['recBwqYAOhM5RuE58'],"Among women age 15-49 who have ever been pregnant, percentage who have ever experienced physical violence during pregnancy",True,,['Analysis'],['recGQUl2pTCQZ3OMc'],"['recXagFYLpa3t3JsK', 'recfIrpdUf6EuvOWZ', 'recCrXom9arfj98Z4']",,,,['recg31gUPpOXh3176'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",,['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR279/FR279.pdf>
",['recSspiiqGXfEWEOB'],277,1,"'277Among women age 15-49 who have ever been pregnant, percentage who have ever experienced physical violence during pregnancy'","Statistical Agency (Tajikistan), Ministry of Health (Tajikistan), DHS",Tajikistan - Demographic and Health Survey (2012),Physical violence against a child,"AV - Age of the victim, SV - Sex of the victim",Tajikistan,"""3 - DHS - Among women age 15-49 who have ever been pregnant, percentage who have ever experienced physical violence during pregnancy""",['TJK'],[2],,
['2012'],['recBwqYAOhM5RuE58'],Percentage of ever-married women age 15-49 whose husbands/partners have ever demonstrated specific types of controlling behaviors,True,,['Analysis'],['recjRQAFehn9xZ13Y'],"['recXagFYLpa3t3JsK', 'recfIrpdUf6EuvOWZ', 'recCrXom9arfj98Z4']",,,,['recg31gUPpOXh3176'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz', 'recTroox2pG5HFZan']",,['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR279/FR279.pdf>
",['recdFcgtW9CXmfO4y'],278,1,'278Percentage of ever-married women age 15-49 whose husbands/partners have ever demonstrated specific types of controlling behaviors',"Statistical Agency (Tajikistan), Ministry of Health (Tajikistan), DHS",Tajikistan - Demographic and Health Survey (2012),Psychological violence against a child,"AV - Age of the victim, SV - Sex of the victim, IP - Individual perpetrator",Tajikistan,34 - DHS - Percentage ever-married women age 15-49 whose husbands/partners have ever demonstrated specific types of controlling behaviors,['TJK'],[4],,
['2012'],['recBwqYAOhM5RuE58'],"Percentage of ever-married women age 15-49 who have ever experienced emotional, physical or sexual violence committed by their husbands/partners",True,,['Analysis'],"['recGQUl2pTCQZ3OMc', 'receTPeJztnEKS7cY', 'recjRQAFehn9xZ13Y']","['recXagFYLpa3t3JsK', 'recfIrpdUf6EuvOWZ', 'recCrXom9arfj98Z4']",,,,['recg31gUPpOXh3176'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz', 'recTroox2pG5HFZan']",,['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR279/FR279.pdf>
",['rec2TZ8GIR6LFF9jS'],279,1,"'279Percentage of ever-married women age 15-49 who have ever experienced emotional, physical or sexual violence committed by their husbands/partners'","Statistical Agency (Tajikistan), Ministry of Health (Tajikistan), DHS",Tajikistan - Demographic and Health Survey (2012),"Physical violence against a child, Sexual violence against a child, Psychological violence against a child","AV - Age of the victim, SV - Sex of the victim, IP - Individual perpetrator",Tajikistan,"""33 - DHS . Percentage of ever-married women age 15-49 who have ever experienced emotional, physical or sexual violence """,['TJK'],"[2, 3, 4]",,
['2012'],['recBwqYAOhM5RuE58'],Percentage of ever-married women who have experienced physical or sexual violence by any husband/partner in the past 12 months,True,,['Analysis'],"['recGQUl2pTCQZ3OMc', 'receTPeJztnEKS7cY']","['recXagFYLpa3t3JsK', 'recfIrpdUf6EuvOWZ', 'recCrXom9arfj98Z4']",,,,['recg31gUPpOXh3176'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz']",,['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR279/FR279.pdf>
",['rectsjXXJXG8PTGEf'],280,1,'280Percentage of ever-married women who have experienced physical or sexual violence by any husband/partner in the past 12 months',"Statistical Agency (Tajikistan), Ministry of Health (Tajikistan), DHS",Tajikistan - Demographic and Health Survey (2012),"Physical violence against a child, Sexual violence against a child","AV - Age of the victim, SV - Sex of the victim",Tajikistan,38 - DHS - Percentage of ever-married women who have experiences physical or sexual violence by any/partner in the past 12 months,['TJK'],"[2, 3]",,
['2012'],['rec9uOmoTB0Jqgd0U'],Percentage of women age 15-49 who have ever experienced physical violence since age 15 and percentage who have experienced violence during the 12 months preceding the survey,True,,['Analysis'],['recGQUl2pTCQZ3OMc'],"['rec8pobi93KNKzUOG', 'recXVKuP9FFCBERiJ', 'recCrXom9arfj98Z4']",,,,['recJPXYnmbsUpbdF2'],"['recXFtPp7OTueASfz', 'rec4o2Dl46v1kcQ2U']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR283/FR283.pdf>
",['recEIY5O2bTwxqAaY'],281,1,'281Percentage of women age 15-49 who have ever experienced physical violence since age 15 and percentage who have experienced violence during the 12 months preceding the survey',"National Statistical Committee of the Kyrgyz Republic, Ministry of Health (Kyrgyz Republic), DHS",Kyrgystan - Demographic and Health Survey (2012),Physical violence against a child,"SV - Sex of the victim, AV - Age of the victim",Kyrgyzstan,1 - DHS - Percentage of women age 15-49 who have ever experienced physical violence since age 15 and percentage who have experienced physical violence,['KGZ'],[2],,
['2012'],['rec9uOmoTB0Jqgd0U'],Percentage of women age 15-49 who have ever experienced sexual violence and percentage who have experienced sexual violence in the 12 months preceding the survey,True,,['Analysis'],['receTPeJztnEKS7cY'],"['rec8pobi93KNKzUOG', 'recXVKuP9FFCBERiJ', 'recCrXom9arfj98Z4']",,,,['recJPXYnmbsUpbdF2'],"['recXFtPp7OTueASfz', 'rec4o2Dl46v1kcQ2U']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR283/FR283.pdf>
",['recnyOuqMYgjOWEPT'],282,1,'282Percentage of women age 15-49 who have ever experienced sexual violence and percentage who have experienced sexual violence in the 12 months preceding the survey',"National Statistical Committee of the Kyrgyz Republic, Ministry of Health (Kyrgyz Republic), DHS",Kyrgystan - Demographic and Health Survey (2012),Sexual violence against a child,"SV - Sex of the victim, AV - Age of the victim",Kyrgyzstan,31 - DHS - Percentage of women age 15-49 who have ever experienced sexual violence,['KGZ'],[3],,
['2012'],['rec9uOmoTB0Jqgd0U'],"Among women age 15-49 who have ever been pregnant, percentage who have ever experienced physical violence during pregnancy",True,,['Analysis'],['recGQUl2pTCQZ3OMc'],"['rec8pobi93KNKzUOG', 'recXVKuP9FFCBERiJ', 'recCrXom9arfj98Z4']",,,,['recJPXYnmbsUpbdF2'],"['recXFtPp7OTueASfz', 'rec4o2Dl46v1kcQ2U']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR283/FR283.pdf>
",['recSspiiqGXfEWEOB'],283,1,"'283Among women age 15-49 who have ever been pregnant, percentage who have ever experienced physical violence during pregnancy'","National Statistical Committee of the Kyrgyz Republic, Ministry of Health (Kyrgyz Republic), DHS",Kyrgystan - Demographic and Health Survey (2012),Physical violence against a child,"SV - Sex of the victim, AV - Age of the victim",Kyrgyzstan,"""3 - DHS - Among women age 15-49 who have ever been pregnant, percentage who have ever experienced physical violence during pregnancy""",['KGZ'],[2],,
['2012'],['rec9uOmoTB0Jqgd0U'],Percentage of ever-married women age 15-49 whose current or former husband/partner demonstrates or has ever demonstrated specific types of controlling behaviors,True,,,['recGQUl2pTCQZ3OMc'],"['rec8pobi93KNKzUOG', 'recXVKuP9FFCBERiJ', 'recCrXom9arfj98Z4']",,,,['recJPXYnmbsUpbdF2'],"['recXFtPp7OTueASfz', 'rec4o2Dl46v1kcQ2U', 'recTroox2pG5HFZan']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR283/FR283.pdf>
",,284,1,'284Percentage of ever-married women age 15-49 whose current or former husband/partner demonstrates or has ever demonstrated specific types of controlling behaviors',"National Statistical Committee of the Kyrgyz Republic, Ministry of Health (Kyrgyz Republic), DHS",Kyrgystan - Demographic and Health Survey (2012),Physical violence against a child,"SV - Sex of the victim, AV - Age of the victim, IP - Individual perpetrator",Kyrgyzstan,,['KGZ'],[2],,
['2012'],['rec9uOmoTB0Jqgd0U'],"Percentage of ever-married women age 15-49 who have ever experienced emotional, physical or sexual violence committed by their husband/partner",True,,['Analysis'],"['recGQUl2pTCQZ3OMc', 'receTPeJztnEKS7cY', 'recjRQAFehn9xZ13Y']","['rec8pobi93KNKzUOG', 'recXVKuP9FFCBERiJ', 'recCrXom9arfj98Z4']",,,,['recJPXYnmbsUpbdF2'],"['recXFtPp7OTueASfz', 'rec4o2Dl46v1kcQ2U', 'recTroox2pG5HFZan']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR283/FR283.pdf>
",['rec2TZ8GIR6LFF9jS'],285,1,"'285Percentage of ever-married women age 15-49 who have ever experienced emotional, physical or sexual violence committed by their husband/partner'","National Statistical Committee of the Kyrgyz Republic, Ministry of Health (Kyrgyz Republic), DHS",Kyrgystan - Demographic and Health Survey (2012),"Physical violence against a child, Sexual violence against a child, Psychological violence against a child","SV - Sex of the victim, AV - Age of the victim, IP - Individual perpetrator",Kyrgyzstan,"""33 - DHS . Percentage of ever-married women age 15-49 who have ever experienced emotional, physical or sexual violence """,['KGZ'],"[2, 3, 4]",,
['2012'],['rec9uOmoTB0Jqgd0U'],Percentage of ever-married women age 15-49 who have experienced physical or sexual violence by any husband/partner in the past 12 months,True,,['Analysis'],"['recGQUl2pTCQZ3OMc', 'receTPeJztnEKS7cY']","['rec8pobi93KNKzUOG', 'recXVKuP9FFCBERiJ', 'recCrXom9arfj98Z4']",,,,['recJPXYnmbsUpbdF2'],"['recXFtPp7OTueASfz', 'rec4o2Dl46v1kcQ2U', 'recTroox2pG5HFZan']",['pdf'],['Rate'],True,['Survey'],"<https://dhsprogram.com/pubs/pdf/FR283/FR283.pdf>
",['rectsjXXJXG8PTGEf'],286,1,'286Percentage of ever-married women age 15-49 who have experienced physical or sexual violence by any husband/partner in the past 12 months',"National Statistical Committee of the Kyrgyz Republic, Ministry of Health (Kyrgyz Republic), DHS",Kyrgystan - Demographic and Health Survey (2012),"Physical violence against a child, Sexual violence against a child","SV - Sex of the victim, AV - Age of the victim, IP - Individual perpetrator",Kyrgyzstan,38 - DHS - Percentage of ever-married women who have experiences physical or sexual violence by any/partner in the past 12 months,['KGZ'],"[2, 3]",,
['2011'],['recA6MMaVV5a6FPai'],Prevalence of psychological violence against women by intimate partners ,True,,,['recjRQAFehn9xZ13Y'],"['recHHUpYm8HqkVonG', 'recH0HyOmEFpPbK87']",,,,['recrdR9DImYr5mBdd'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz', 'recTroox2pG5HFZan']",['pdf'],['Rate'],True,['Survey'],"<https://armenia.unfpa.org/sites/default/files/pub-pdf/DV_survey_eng.pdf>
",,287,1,'287Prevalence of psychological violence against women by intimate partners ',"Statistical Committee Republic of Armenia, UNFPA",Nationwide Survey on Domestic Violence against Women in Armenia,Psychological violence against a child,"AV - Age of the victim, SV - Sex of the victim, IP - Individual perpetrator",Armenia,,['ARM'],[4],,
['2011'],['recA6MMaVV5a6FPai'],"Prevalence of non-partner sexual abuse before the age of 15, as indicated by the card with a smiling and a crying face",True,,,['receTPeJztnEKS7cY'],"['recHHUpYm8HqkVonG', 'recH0HyOmEFpPbK87']",,,,['recrdR9DImYr5mBdd'],"['rec4o2Dl46v1kcQ2U', 'recXFtPp7OTueASfz', 'recTroox2pG5HFZan']",['pdf'],['Rate'],True,['Survey'],"<https://armenia.unfpa.org/sites/default/files/pub-pdf/DV_survey_eng.pdf>
",,288,1,"'288Prevalence of non-partner sexual abuse before the age of 15, as indicated by the card with a smiling and a crying face'","Statistical Committee Republic of Armenia, UNFPA",Nationwide Survey on Domestic Violence against Women in Armenia,Sexual violence against a child,"AV - Age of the victim, SV - Sex of the victim, IP - Individual perpetrator",Armenia,,['ARM'],[3],,
