"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","Source","Dataset","ICVACCategory","WealthQuintile","IDPstatus","SettlementType","Comments","Reliability"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",68.8465,NA,"2","Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",70.09553,NA,"3","Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",72.35657,NA,"4","Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",71.24013,NA,"5-9","Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",67.67834,NA,"10-14","Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",998,NA,"15-17","Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",998,NA,NA,"Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",998,NA,NA,"Rate","MICS 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",61.47092,"Total",NA,"Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",63.48714,"Male",NA,"Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",59.32582,"Female",NA,"Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",58.58677,NA,NA,"Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",73.44293,NA,NA,"Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",55.22595,NA,NA,"Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",58.75971,NA,NA,"Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",998,NA,"<1","Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",6.416704,NA,NA,"Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Figure that is based on 25-49 unweighted cases","Caveats should be provided in terms of the level of reliability of the estimate (CV>33%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",40.79851,NA,"2","Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Figure that is based on 25-49 unweighted cases","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",50.34285,NA,"3","Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",77.84568,NA,"4","Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Figure that is based on 25-49 unweighted cases","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",75.79833,NA,"5-9","Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",63.15829,NA,"10-14","Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Violent discipline - Any psychological aggression","2013",998,NA,"15-17","Rate","MICS Roma settlements 2013","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",39.05405,"Total",NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",40.26749,"Male",NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",37.86395,"Female",NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",41.3779,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",35.57884,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",43.68597,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",36.13737,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",998,NA,"<1","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",27.20861,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",46.37984,NA,"2","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",46.5885,NA,"3","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",37.82211,NA,"4","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",38.89669,NA,"5-9","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",38.57909,NA,"10-14","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",998,NA,"15-17","Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",998,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",998,NA,NA,"Rate","MICS 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",63.28538,"Total",NA,"Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",65.82389,"Male",NA,"Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",61.18889,"Female",NA,"Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",65.6001,NA,NA,"Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",55.80995,NA,NA,"Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",61.0756,NA,NA,"Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",61.91985,NA,NA,"Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",998,NA,"<1","Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",35.91024,NA,NA,"Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",60.39667,NA,"2","Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",55.82759,NA,"3","Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",77.91498,NA,"4","Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",66.4288,NA,"5-9","Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",64.77821,NA,"10-14","Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Serbia","SRB","Violent discipline - Any psychological aggression","2014",998,NA,"15-17","Rate","MICS Roma settlements 2014","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,"Total",NA,"Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,"Male",NA,"Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,"Female",NA,"Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,NA,"Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban","Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,NA,"Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural","Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,NA,"Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,NA,"Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,"<1","Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,NA,"Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,"2","Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,"3","Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,"4","Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,"5-9","Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,"10-14","Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,"15-17","Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,NA,"Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Turkmenistan","TKM","Violent discipline - Any psychological aggression","2016",998,NA,NA,"Rate","MICS 2016","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",51.14613,"Total",NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",53.50263,"Male",NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",48.63171,"Female",NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",52.13985,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",48.07969,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",50.05794,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",50.62426,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",998,NA,"<1","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",28.59638,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",44.96737,NA,"2","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",50.68451,NA,"3","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",53.64798,NA,"4","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",56.02155,NA,"5-9","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",57.64308,NA,"10-14","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",998,NA,"15-17","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",998,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Belarus","BLR","Violent discipline - Any psychological aggression","2019",998,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",66.28271,"Total",NA,"Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",68.33915,"Male",NA,"Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",64.09051,"Female",NA,"Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",66.78114,NA,NA,"Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",65.48066,NA,NA,"Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",67.07607,NA,NA,"Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",65.05616,NA,NA,"Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",998,NA,"<1","Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",35.25021,NA,NA,"Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",58.59341,NA,"2","Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",65.41931,NA,"3","Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",69.26361,NA,"4","Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",72.03645,NA,"5-9","Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",66.94762,NA,"10-14","Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",998,NA,"15-17","Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",71.18729,NA,NA,"Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"IDP",NA," ","Highly reliable (CV<10%)"
"Georgia","GEO","Violent discipline - Any psychological aggression","2018",66.02184,NA,NA,"Rate","MICS 2018","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"Non IDP",NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",68.68486,"Total",NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",71.50533,"Male",NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",65.63507,"Female",NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",72.70823,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",65.90696,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",68.90196,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",65.01884,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",998,NA,"<1","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",53.54198,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",71.18872,NA,"2","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",72.39663,NA,"3","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",76.23117,NA,"4","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",71.14963,NA,"5-9","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",66.60634,NA,"10-14","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",998,NA,"15-17","Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",998,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",998,NA,NA,"Rate","MICS 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",75.36874,"Total",NA,"Rate","MICS Roma settlements 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",78.43501,"Male",NA,"Rate","MICS Roma settlements 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",72.00361,"Female",NA,"Rate","MICS Roma settlements 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",78.33177,NA,NA,"Rate","MICS Roma settlements 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Violent discipline - Any psychological aggression","2019",72.34425,NA,NA,"Rate","MICS Roma settlements 2019","MICS-PSY-VIOLENCE","Psychological violence against a child",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
