"Country","ISO3","Year","Sex","AgeGroup","Indicator","StatisticalUnit","Value","Source","ICVACCategory","Dataset","WealthQuintile"
"Moldova","MDA","2005","Female","30-34","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",1.1,"2005 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Moldova","MDA","2005","Female","35-39","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",0.8,"2005 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Moldova","MDA","2005","Female","40-44","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",1.6,"2005 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Moldova","MDA","2005","Female","45-49","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",0.9,"2005 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Moldova","MDA","2005","Female","15-49","Percentage of women who ever experienced sexual violence","Rate",4,"2005 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Moldova","MDA","2005","Female","15-19","Percentage of women who ever experienced sexual violence","Rate",1.7,"2005 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Moldova","MDA","2005","Female","20-24","Percentage of women who ever experienced sexual violence","Rate",1.8,"2005 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Moldova","MDA","2005","Female","25-29","Percentage of women who ever experienced sexual violence","Rate",3.1,"2005 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Moldova","MDA","2005","Female","30-34","Percentage of women who ever experienced sexual violence","Rate",4.8,"2005 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Moldova","MDA","2005","Female","35-39","Percentage of women who ever experienced sexual violence","Rate",5.4,"2005 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Moldova","MDA","2005","Female","40-44","Percentage of women who ever experienced sexual violence","Rate",4.2,"2005 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Moldova","MDA","2005","Female","45-49","Percentage of women who ever experienced sexual violence","Rate",4.8,"2005 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","15-49","Ever experienced physical violence since age 15","Rate",23.7,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","15-19","Ever experienced physical violence since age 15","Rate",11.5,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","20-24","Ever experienced physical violence since age 15","Rate",19.3,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","25-29","Ever experienced physical violence since age 15","Rate",27.1,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","30-34","Ever experienced physical violence since age 15","Rate",27.7,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","35-39","Ever experienced physical violence since age 15","Rate",30.3,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","40-44","Ever experienced physical violence since age 15","Rate",30.2,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","45-49","Ever experienced physical violence since age 15","Rate",27.6,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","15-19","Percentage of women who have experienced physical violence in the past 12 months often","Rate",0.5,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","20-24","Percentage of women who have experienced physical violence in the past 12 months often","Rate",1.5,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","25-29","Percentage of women who have experienced physical violence in the past 12 months often","Rate",2,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","30-34","Percentage of women who have experienced physical violence in the past 12 months often","Rate",2.8,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","35-39","Percentage of women who have experienced physical violence in the past 12 months often","Rate",2.4,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","40-44","Percentage of women who have experienced physical violence in the past 12 months often","Rate",1.5,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","45-49","Percentage of women who have experienced physical violence in the past 12 months often","Rate",0.9,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","15-49","Percentage of women who have experienced physical violence in the past 12 months often","Rate",1.7,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","15-49","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",15.5,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","15-19","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",8.1,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","20-24","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",15.5,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","25-29","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",19.1,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","30-34","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",19.2,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","35-39","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",16.4,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","40-44","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",17,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","45-49","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",13.9,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","15-49","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",17.2,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","15-19","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",8.6,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","20-24","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",17,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","25-29","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",21.1,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","30-34","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",22.1,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","35-39","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",18.8,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","40-44","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",18.5,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","45-49","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",14.8,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","15-49","Percentage of women who ever experienced sexual violence","Rate",1.6,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","15-19","Percentage of women who ever experienced sexual violence","Rate",0.2,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","20-24","Percentage of women who ever experienced sexual violence","Rate",1.4,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","25-29","Percentage of women who ever experienced sexual violence","Rate",2,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","30-34","Percentage of women who ever experienced sexual violence","Rate",1.9,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","35-39","Percentage of women who ever experienced sexual violence","Rate",1.4,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","40-44","Percentage of women who ever experienced sexual violence","Rate",3.3,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Tajikistan","TJK","2017","Female","45-49","Percentage of women who ever experienced sexual violence","Rate",2.1,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","15-49","Ever experienced physical violence since age 15","Rate",16.9,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","15-19","Ever experienced physical violence since age 15","Rate",6.2,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","20-24","Ever experienced physical violence since age 15","Rate",12.6,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","25-29","Ever experienced physical violence since age 15","Rate",12.4,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","30-34","Ever experienced physical violence since age 15","Rate",18.8,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","35-39","Ever experienced physical violence since age 15","Rate",17.3,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","40-44","Ever experienced physical violence since age 15","Rate",21.8,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","45-49","Ever experienced physical violence since age 15","Rate",22.7,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","15-19","Percentage of women who have experienced physical violence in the past 12 months often","Rate",0,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","20-24","Percentage of women who have experienced physical violence in the past 12 months often","Rate",0.5,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","25-29","Percentage of women who have experienced physical violence in the past 12 months often","Rate",0.9,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","30-34","Percentage of women who have experienced physical violence in the past 12 months often","Rate",1.1,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","35-39","Percentage of women who have experienced physical violence in the past 12 months often","Rate",2.7,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","40-44","Percentage of women who have experienced physical violence in the past 12 months often","Rate",0.8,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","45-49","Percentage of women who have experienced physical violence in the past 12 months often","Rate",2.1,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","15-49","Percentage of women who have experienced physical violence in the past 12 months often","Rate",1.3,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","15-49","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",7.5,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","15-19","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",4.1,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","20-24","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",3.6,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","25-29","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",5.1,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","30-34","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",10.7,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","35-39","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",7.3,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","40-44","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",9.6,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","45-49","Percentage of women who have experienced physical violence in the past 12 months sometimes","Rate",9.7,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","15-49","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",8.8,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","15-19","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",4.1,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","20-24","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",4.1,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","25-29","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",6,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","30-34","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",11.8,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","35-39","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",10,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","40-44","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",10.4,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","45-49","Percentage of women who have experienced physical violence in the past 12 months often or sometimes","Rate",11.8,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","15-49","Percentage of women who ever experienced sexual violence","Rate",5.4,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","15-19","Percentage of women who ever experienced sexual violence","Rate",0.3,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","20-24","Percentage of women who ever experienced sexual violence","Rate",7.2,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","25-29","Percentage of women who ever experienced sexual violence","Rate",5.3,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","30-34","Percentage of women who ever experienced sexual violence","Rate",5.6,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","35-39","Percentage of women who ever experienced sexual violence","Rate",6.8,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","40-44","Percentage of women who ever experienced sexual violence","Rate",5.6,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Ukraine","UKR","2007","Female","45-49","Percentage of women who ever experienced sexual violence","Rate",5.3,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE",NA
"Armenia","ARM","2016","Female",NA,"Ever experienced physical violence since age 15","Rate",9,"2015-16 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Lowest"
"Armenia","ARM","2016","Female",NA,"Ever experienced physical violence since age 15","Rate",5.9,"2015-16 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Second"
"Armenia","ARM","2016","Female",NA,"Ever experienced physical violence since age 15","Rate",8,"2015-16 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Middle"
"Armenia","ARM","2016","Female",NA,"Ever experienced physical violence since age 15","Rate",3.5,"2015-16 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Fourth"
"Armenia","ARM","2016","Female",NA,"Ever experienced physical violence since age 15","Rate",3.7,"2015-16 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Highest"
"Azerbaijan","AZE","2006","Female",NA,"Ever experienced physical violence since age 15","Rate",15.5,"2006 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Lowest"
"Azerbaijan","AZE","2006","Female",NA,"Ever experienced physical violence since age 15","Rate",16.3,"2006 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Second"
"Azerbaijan","AZE","2006","Female",NA,"Ever experienced physical violence since age 15","Rate",12.9,"2006 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Middle"
"Azerbaijan","AZE","2006","Female",NA,"Ever experienced physical violence since age 15","Rate",12.7,"2006 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Fourth"
"Azerbaijan","AZE","2006","Female",NA,"Ever experienced physical violence since age 15","Rate",9.5,"2006 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Highest"
"Kyrgyz Republic","KGZ","2012","Female",NA,"Ever experienced physical violence since age 15","Rate",25.5,"2012 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Lowest"
"Kyrgyz Republic","KGZ","2012","Female",NA,"Ever experienced physical violence since age 15","Rate",24.7,"2012 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Second"
"Kyrgyz Republic","KGZ","2012","Female",NA,"Ever experienced physical violence since age 15","Rate",23.2,"2012 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Middle"
"Kyrgyz Republic","KGZ","2012","Female",NA,"Ever experienced physical violence since age 15","Rate",22.7,"2012 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Fourth"
"Kyrgyz Republic","KGZ","2012","Female",NA,"Ever experienced physical violence since age 15","Rate",20.7,"2012 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Highest"
"Tajikistan","TJK","2017","Female",NA,"Ever experienced physical violence since age 15","Rate",32.3,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Lowest"
"Tajikistan","TJK","2017","Female",NA,"Ever experienced physical violence since age 15","Rate",29.1,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Second"
"Tajikistan","TJK","2017","Female",NA,"Ever experienced physical violence since age 15","Rate",22.5,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Middle"
"Tajikistan","TJK","2017","Female",NA,"Ever experienced physical violence since age 15","Rate",19.6,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Fourth"
"Tajikistan","TJK","2017","Female",NA,"Ever experienced physical violence since age 15","Rate",15.8,"2017 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Highest"
"Ukraine","UKR","2007","Female",NA,"Ever experienced physical violence since age 15","Rate",19.9,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Lowest"
"Ukraine","UKR","2007","Female",NA,"Ever experienced physical violence since age 15","Rate",18.8,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Second"
"Ukraine","UKR","2007","Female",NA,"Ever experienced physical violence since age 15","Rate",19.1,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Middle"
"Ukraine","UKR","2007","Female",NA,"Ever experienced physical violence since age 15","Rate",13.4,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Fourth"
"Ukraine","UKR","2007","Female",NA,"Ever experienced physical violence since age 15","Rate",15.5,"2007 DHS","Physical violence against a child","DHS_PHYSICAL_VIOLENCE","Highest"
"Albania","ALB","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",5.1,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Armenia","ARM","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",4.5,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Austria","AUT","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2.8,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Azerbaijan","AZE","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",4,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Belarus","BLR","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",5.2,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Belgium","BEL","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",3.3,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Bosnia and Herzegovina","BIH","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2.7,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Bulgaria","BGR","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",4.1,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Croatia","HRV","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2.8,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Cyprus","CYP","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",3,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Czechia","CZE","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2.9,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Denmark","DNK","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Estonia","EST","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2.7,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Finland","FIN","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",5.6,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"France","FRA","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",3.5,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Georgia","GEO","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2.2,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Germany","DEU","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",NA,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Greece","GRC","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",3.7,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Hungary","HUN","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",4.2,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Iceland","ISL","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",1.8,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Ireland","IRL","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2.7,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Italy","ITA","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2.2,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Kazakhstan","KAZ","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",4.9,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Kyrgyzstan","KGZ","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",11.6,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Latvia","LVA","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",4.4,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Liechtenstein","LIE","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",NA,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Lithuania","LTU","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",4.1,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Luxembourg","LUX","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2.7,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Malta","MLT","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",3.1,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Montenegro","MNE","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",3.5,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"North Macedonia","MKD","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",3.3,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Norway","NOR","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",3.4,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Poland","POL","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2.6,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Portugal","PRT","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",3.6,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Republic of Moldova","MDA","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",8.2,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Romania","ROU","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",6.7,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Russian Federation","RUS","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",NA,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Serbia","SRB","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",3,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Slovakia","SVK","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",4.4,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Slovenia","SVN","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2.6,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
"Spain","ESP","2018","Female","15+","Women & girls subjected to physical and/or sexual violence","Rate",2.6,"UNECE","Physical violence against a child","UNECE_SDG5.2.1",NA
