"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","Source","Dataset","ICVACCategory","WealthQuintile","IDPstatus","SettlementType","Comments","Reliability"
"Kazakhstan","KAZ","Attitude towards domestic violence","2015",NA,"Male","20-24","Rate","MICS 2015","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kazakhstan","KAZ","Attitude towards domestic violence","2015",NA,"Male","25-29","Rate","MICS 2015","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kazakhstan","KAZ","Attitude towards domestic violence","2015",NA,"Male","30-34","Rate","MICS 2015","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kazakhstan","KAZ","Attitude towards domestic violence","2015",NA,"Male","35-39","Rate","MICS 2015","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kazakhstan","KAZ","Attitude towards domestic violence","2015",NA,"Male","40-44","Rate","MICS 2015","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kazakhstan","KAZ","Attitude towards domestic violence","2015",NA,"Male","45-49","Rate","MICS 2015","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kazakhstan","KAZ","Attitude towards domestic violence","2015",NA,"Male",NA,"Rate","MICS 2015","MICS-ATTITUDE-DOMESTIC","Environment",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Kazakhstan","KAZ","Attitude towards domestic violence","2015",NA,"Male",NA,"Rate","MICS 2015","MICS-ATTITUDE-DOMESTIC","Environment",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Kosovo","XKX","Attitude towards domestic violence","2014",32.87436,"Female","15-49","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",22.55292,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",39.37154,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",50.19235,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",16.09624,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",26.6067,"Female","15-19","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",24.64312,"Female","20-24","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",27.12971,"Female","25-29","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",36.47761,"Female","30-34","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",38.20558,"Female","35-39","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",39.64969,"Female","40-44","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",43.02405,"Female","45-49","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",NA,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Kosovo","XKX","Attitude towards domestic violence","2014",NA,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Kosovo","XKX","Attitude towards domestic violence","2014",14.86796,"Male","15-49","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",11.32001,"Male",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Urban"," ","Sufficiently reliable (CV 10%-20%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",16.87783,"Male",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",22.43203,"Male",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment","Poorest (Q1)",NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",9.944193,"Male",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment","Richest (Q5)",NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",24.25651,"Male","15-19","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",13.8182,"Male","20-24","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",16.34883,"Male","25-29","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",9.606759,"Male","30-34","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",13.78356,"Male","35-39","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",10.23574,"Male","40-44","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",8.436942,"Male","45-49","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Kosovo","XKX","Attitude towards domestic violence","2014",NA,"Male",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Kosovo","XKX","Attitude towards domestic violence","2014",NA,"Male",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",32.7665,"Female","15-49","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",27.05496,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",35.89139,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Rural"," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",40.54666,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment","Poorest (Q1)",NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",20.49187,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment","Richest (Q5)",NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",21.49643,"Female","15-19","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",34.00134,"Female","20-24","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",36.73445,"Female","25-29","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",37.91924,"Female","30-34","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",34.58122,"Female","35-39","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",34.2036,"Female","40-44","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",32.22788,"Female","45-49","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male","15-49","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Urban","Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Rural","Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment","Poorest (Q1)",NA,NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment","Richest (Q5)",NA,NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male","15-19","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male","20-24","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male","25-29","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male","30-34","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male","35-39","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male","40-44","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male","45-49","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Kyrgyzstan","KGZ","Attitude towards domestic violence","2014",NA,"Male",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Montenegro","MNE","Attitude towards domestic violence","2013",2.729316,"Female","15-49","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",2.258066,"Female",NA,"Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Urban"," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",3.679659,"Female",NA,"Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Rural"," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",6.836727,"Female",NA,"Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment","Poorest (Q1)",NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",1.713359,"Female",NA,"Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment","Richest (Q5)",NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",1.662195,"Female","15-19","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Caveats should be provided in terms of the level of reliability of the estimate (CV>33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",3.084183,"Female","20-24","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",1.472394,"Female","25-29","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",1.639406,"Female","30-34","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",2.486766,"Female","35-39","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Caveats should be provided in terms of the level of reliability of the estimate (CV>33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",5.049863,"Female","40-44","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",4.061912,"Female","45-49","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",NA,"Female",NA,"Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Montenegro","MNE","Attitude towards domestic violence","2013",NA,"Female",NA,"Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Montenegro","MNE","Attitude towards domestic violence","2013",4.502531,"Male","15-49","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",3.759999,"Male",NA,"Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Urban"," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",5.844061,"Male",NA,"Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Rural"," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",9.524755,"Male",NA,"Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment","Poorest (Q1)",NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",2.392306,"Male",NA,"Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment","Richest (Q5)",NA,NA," ","Caveats should be provided in terms of the level of reliability of the estimate (CV>33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",4.537393,"Male","15-19","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Caveats should be provided in terms of the level of reliability of the estimate (CV>33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",5.336029,"Male","20-24","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",1.925252,"Male","25-29","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Caveats should be provided in terms of the level of reliability of the estimate (CV>33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",3.177775,"Male","30-34","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Caveats should be provided in terms of the level of reliability of the estimate (CV>33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",2.694932,"Male","35-39","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Caveats should be provided in terms of the level of reliability of the estimate (CV>33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",6.118606,"Male","40-44","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",7.434206,"Male","45-49","Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",NA,"Male",NA,"Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,"IDP",NA,"Not available/applicable","Not applicable/available"
"Montenegro","MNE","Attitude towards domestic violence","2013",NA,"Male",NA,"Rate","MICS 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,"Non IDP",NA,"Not available/applicable","Not applicable/available"
"Montenegro","MNE","Attitude towards domestic violence","2013",41.05497,"Female","15-49","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",45.04771,"Female",NA,"Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Urban"," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",18.26358,"Female",NA,"Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Rural"," ","Caveats should be provided in terms of the level of reliability of the estimate (CV>33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",63.10384,"Female",NA,"Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment","Poorest (Q1)",NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",31.21218,"Female",NA,"Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment","Richest (Q5)",NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",34.71172,"Female","15-19","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",43.25357,"Female","20-24","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",42.40047,"Female","25-29","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",42.06926,"Female","30-34","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",39.60768,"Female","35-39","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",42.28604,"Female","40-44","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",53.71108,"Female","45-49","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",52.92562,"Male","15-49","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",59.08989,"Male",NA,"Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Urban"," ","Highly reliable (CV<10%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",19.8637,"Male",NA,"Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Rural"," ","Caveats should be provided in terms of the level of reliability of the estimate (CV>33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",54.07276,"Male",NA,"Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment","Poorest (Q1)",NA,NA,"Figure that is based on 25-49 unweighted cases","Still acceptable but should be used with caution (CV 20%-33%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",57.67643,"Male",NA,"Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment","Richest (Q5)",NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",43.56389,"Male","15-19","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",53.68882,"Male","20-24","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",57.8117,"Male","25-29","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",70.1678,"Male","30-34","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",53.27268,"Male","35-39","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",42.5011,"Male","40-44","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Figure that is based on 25-49 unweighted cases","Sufficiently reliable (CV 10%-20%)"
"Montenegro","MNE","Attitude towards domestic violence","2013",58.133,"Male","45-49","Rate","MICS Roma settlements 2013","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA,"Figure that is based on 25-49 unweighted cases","Sufficiently reliable (CV 10%-20%)"
"Serbia","SRB","Attitude towards domestic violence","2014",3.846356,"Female","15-49","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Serbia","SRB","Attitude towards domestic violence","2014",2.292123,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Urban"," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Serbia","SRB","Attitude towards domestic violence","2014",6.266106,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,"Rural"," ","Sufficiently reliable (CV 10%-20%)"
"Serbia","SRB","Attitude towards domestic violence","2014",14.04634,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment","Poorest (Q1)",NA,NA," ","Sufficiently reliable (CV 10%-20%)"
"Serbia","SRB","Attitude towards domestic violence","2014",0.6528815,"Female",NA,"Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment","Richest (Q5)",NA,NA," ","Caveats should be provided in terms of the level of reliability of the estimate (CV>33%)"
"Serbia","SRB","Attitude towards domestic violence","2014",2.386935,"Female","15-19","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Serbia","SRB","Attitude towards domestic violence","2014",4.898412,"Female","20-24","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Serbia","SRB","Attitude towards domestic violence","2014",3.531335,"Female","25-29","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Serbia","SRB","Attitude towards domestic violence","2014",3.861657,"Female","30-34","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Serbia","SRB","Attitude towards domestic violence","2014",2.204159,"Female","35-39","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
"Serbia","SRB","Attitude towards domestic violence","2014",3.529721,"Female","40-44","Rate","MICS 2014","MICS-ATTITUDE-DOMESTIC","Environment",NA,NA,NA," ","Still acceptable but should be used with caution (CV 20%-33%)"
